,method,c,p,no_finished,no_delayed,avg_delay_time,avg_waiting_time,avg_service_time,delivery_rate,delay_finished_ratio,total_travel_time,time_per_item,items_per_tour
0,FCFS,,,784,0,,2.783072454673266,18.74976826103086,86.62983425414365,0.0,815.9181482010567,0.6034897545865804,28.76595744680851
1,static_weighting,0.25,,786,0,,2.558126360266018,17.734970403255577,86.85082872928177,0.0,746.7406135352138,0.5506936677988302,29.47826086956522
