,method,c,p,no_finished,no_delayed,avg_delay_time,avg_waiting_time,avg_service_time,delivery_rate,delay_finished_ratio,total_travel_time,time_per_item,items_per_tour
0,FCFS,,,773,0,,3.693379565095988,18.50377959927145,80.52083333333333,0.0,849.5710207994473,0.6033885090905166,28.16
1,static_weighting,0.25,,820,0,,2.4116722526763237,17.572993340343473,85.41666666666666,0.0,815.0380388350577,0.5597788728262759,29.12
