,method,c,p,no_finished,no_delayed,avg_delay_time,avg_waiting_time,avg_service_time,delivery_rate,delay_finished_ratio,total_travel_time,time_per_item,items_per_tour
0,FCFS,,,794,0,,3.567501877950804,18.484589660159006,85.10182207931403,0.0,837.225199486981,0.6129027814692394,27.32
1,static_weighting,0.25,,784,0,,2.6720708586566397,17.428266011644777,84.03001071811362,0.0,780.0208307703688,0.5756611297198293,27.653061224489797
