,method,c,p,no_finished,no_delayed,avg_delay_time,avg_waiting_time,avg_service_time,delivery_rate,delay_finished_ratio,total_travel_time,time_per_item,items_per_tour
0,FCFS,,,640,261,10.585480751630698,22.704124773759965,18.578234649122802,57.761732851985556,40.78125,717.4001034311107,0.5958472619859723,28.666666666666668
1,static_weighting,0.25,,875,0,,11.584684177174047,14.430054926192923,78.971119133574,0.0,717.2350253972118,0.4597660419212896,30.0
