,method,c,no_finished,no_delayed,avg_delay_time,avg_waiting_time,avg_service_time,delivery_rate,delay_finished_ratio,total_travel_time,time_per_item,items_per_tour,p
0,FCFS,,603,58,11.34612458448753,11.86847442549408,18.83315476190476,58.65758754863813,9.618573797678277,593.2378957634286,0.5731767108825397,29.571428571428573,
1,dist_prio_ratio,,762,1,,5.680206497186439,15.458573903002407,74.12451361867704,0.13123359580052493,581.5279606071482,0.4739429181802349,29.926829268292682,
2,static_weighting,0,698,33,,5.424070320010382,15.866457023060772,67.89883268482491,4.7277936962750715,578.7157642197734,0.4743571837866995,30.5,
3,static_weighting,0.25,680,0,,6.830320804097084,16.167861799217736,66.14785992217898,0.0,580.8234925117805,0.5028774826941822,30.394736842105264,
4,static_weighting,0.5,665,0,,6.8521827569028595,16.72475075856091,64.6887159533074,0.0,580.8597996731804,0.5007412066148107,30.526315789473685,
5,static_weighting,0.75,627,0,,5.88568328793862,17.092881944444446,60.99221789883269,0.0,583.0105737723245,0.5314590462828847,30.47222222222222,
6,static_weighting,1,595,0,,7.709319984779961,18.921762589928157,57.87937743190662,0.0,588.751701133533,0.5671981706488757,30.529411764705884,
7,trigger_flexible_weighting,0.1,689,0,,6.992297042290815,16.388454861111168,67.02334630350194,0.0,579.3664639197382,0.5011820622143064,30.42105263157895,
8,percentage_flexible_weighting,0.25,662,0,,6.712730032952098,16.42859543010759,64.39688715953308,0.0,582.2347996731804,0.5157084142366523,30.513513513513512,0.33
