,method,c,no_finished,no_delayed,avg_delay_time,avg_waiting_time,avg_service_time,delivery_rate,delay_finished_ratio,total_travel_time,time_per_item,items_per_tour,p
0,FCFS,,587,195,10.388545682300572,18.81859596268667,18.738069282945673,63.528138528138534,33.21976149914821,597.8385641573644,0.590749569325459,28.914285714285715,
1,dist_prio_ratio,,807,13,27.01356385851028,7.923435815722255,15.23660880925721,87.33766233766234,1.6109045848822798,593.2271562538086,0.4630969213534806,29.790697674418606,
2,static_weighting,0,706,92,34.49612678599319,9.448114813026356,15.334788029925175,76.40692640692642,13.031161473087819,588.2614210209117,0.4717413159750695,29.69047619047619,
3,static_weighting,0.25,730,0,,11.192569248850619,15.5916769041769,79.004329004329,0.0,590.8593612959262,0.4780415544465422,30.146341463414632,
4,static_weighting,0.5,683,0,,11.91639280212077,16.375163185378586,73.91774891774891,0.0,592.5395918211032,0.5025781101111986,30.23076923076923,
5,static_weighting,0.75,686,0,,13.662256292069754,16.528046942291077,74.24242424242425,0.0,592.5395918211032,0.502152196458562,30.256410256410255,
6,static_weighting,1,598,52,,13.662270158526871,19.01010638297874,64.71861471861472,8.695652173913043,593.2279314913076,0.5644414191163726,29.194444444444443,
7,trigger_flexible_weighting,0.1,701,0,,12.809277455215907,16.212069323370645,75.86580086580086,0.0,593.7479251544364,0.4890839581173282,30.35,
8,percentage_flexible_weighting,0.25,717,0,,10.62594419537272,15.519613947696147,77.59740259740259,0.0,591.9769593963625,0.48842983448544763,30.3,0.33
