,method,c,no_finished,no_delayed,avg_delay_time,avg_waiting_time,avg_service_time,delivery_rate,delay_finished_ratio,total_travel_time,time_per_item,items_per_tour,p
0,FCFS,,575,141,9.333337929800422,16.653819716501694,18.94469026548669,55.988315481986376,24.52173913043478,596.474220533068,0.5888195661728213,28.942857142857143,
1,dist_prio_ratio,,791,11,,6.484455335124706,15.011249999999976,77.02044790652386,1.390644753476612,593.3506235423173,0.4628319996429932,29.813953488372093,
2,static_weighting,0,716,51,,6.574747400955704,15.109848484848456,69.71762414800389,7.12290502793296,590.9217246635868,0.47198220819775305,29.11627906976744,
3,static_weighting,0.25,702,3,,8.296249956400436,15.557984790874478,68.35443037974683,0.4273504273504274,584.4045593938132,0.4837786087697129,30.2,
4,static_weighting,0.5,650,0,,9.303319295447512,16.62148047229788,63.29113924050633,0.0,593.6088966636764,0.5175317320520283,30.18421052631579,
5,static_weighting,0.75,636,0,,9.266339620726693,16.70479833101527,61.92794547224927,0.0,592.6061203439888,0.5310090684085921,30.16216216216216,
6,static_weighting,1,595,10,,11.315135324503988,19.08167377904217,57.93573515092503,1.680672268907563,594.9182388233734,0.5628365551782151,30.2,
7,trigger_flexible_weighting,0.1,662,0,,8.611291514807876,16.220716198125857,64.45959104186953,0.0,588.1899845074479,0.5123606136824459,30.210526315789473,
8,percentage_flexible_weighting,0.25,702,0,,8.623093741378055,15.884806973848056,68.35443037974683,0.0,591.3963114618728,0.489566482998239,30.2,0.33
