,method,c,no_finished,no_delayed,avg_delay_time,avg_waiting_time,avg_service_time,delivery_rate,delay_finished_ratio,total_travel_time,time_per_item,items_per_tour,p
0,FCFS,,591,161,9.301985154516013,16.296290938621638,18.8669199228172,64.16938110749186,27.241962774957702,590.7025451817378,0.5860144297437875,28.8,
1,dist_prio_ratio,,800,4,,7.794111824214843,15.01253770739075,86.86210640608036,0.5,579.4396035482237,0.455892685718508,29.558139534883722,
2,static_weighting,0,709,79,30.825417839129955,8.31702705645084,15.298818407960187,76.9815418023887,11.142454160789844,583.5834127796994,0.472920107601053,29.38095238095238,
3,static_weighting,0.25,712,0,,9.70416037901384,15.522560720268013,77.30727470141152,0.0,582.4359083880572,0.4849591243863923,30.025,
4,static_weighting,0.5,665,0,,10.200058627188996,16.231450902686095,72.20412595005429,0.0,584.1859083880572,0.5128936860299009,29.973684210526315,
5,static_weighting,0.75,665,0,,10.34380907482725,16.446571238348792,72.20412595005429,0.0,583.7873518285667,0.5111973308481319,30.05263157894737,
6,static_weighting,1,623,0,,12.431609062541598,18.7748507805326,67.64386536373507,0.0,587.9019073030577,0.5546244408519412,29.444444444444443,
7,trigger_flexible_weighting,0.1,702,3,29.98005091882834,10.268399157012462,15.739223218096475,76.2214983713355,0.4273504273504274,583.0026565091066,0.500861388753528,29.846153846153847,
8,percentage_flexible_weighting,0.25,688,0,,10.167688687506047,15.696220930232547,74.7014115092291,0.0,583.8632908254563,0.5024641057017696,29.794871794871796,0.33
