,method,c,p,no_finished,no_delayed,avg_delay_time,avg_waiting_time,avg_service_time,delivery_rate,delay_finished_ratio,total_travel_time,time_per_item,items_per_tour
0,FCFS,,,845,28,2.8704031736548137,7.500100430948086,23.35418675666995,78.6046511627907,3.3136094674556213,582.0220735702073,0.3718990885432635,52.166666666666664
1,static_weighting,0.25,,839,0,,5.977919943261322,22.06883528265094,78.04651162790698,0.0,577.2235197569998,0.37216216618762077,51.7
