,method,c,p,no_finished,no_delayed,avg_delay_time,avg_waiting_time,avg_service_time,delivery_rate,delay_finished_ratio,total_travel_time,time_per_item,items_per_tour
0,FCFS,,,745,360,12.358075275723017,22.498075891017436,21.833472068072492,61.01556101556101,48.322147651006716,594.684134153429,0.43920541665688995,45.13333333333333
1,static_weighting,0.25,,917,0,,16.882355051098127,18.201652764905788,75.1023751023751,0.0,594.5057134072367,0.3598702865661239,45.888888888888886
