,method,c,p,no_finished,no_delayed,avg_delay_time,avg_waiting_time,avg_service_time,delivery_rate,delay_finished_ratio,total_travel_time,time_per_item,items_per_tour
0,FCFS,,,841,303,11.777121233436425,19.643979693076023,22.751815181518225,68.87796887796888,36.02853745541022,591.806160560792,0.3888345338769987,50.733333333333334
1,static_weighting,0.25,,950,0,,15.30624111068191,19.57766162514827,77.8050778050778,0.0,591.806160560792,0.3442735081796347,50.55882352941177
