,method,c,p,no_finished,no_delayed,avg_delay_time,avg_waiting_time,avg_service_time,delivery_rate,delay_finished_ratio,total_travel_time,time_per_item,items_per_tour
0,FCFS,,,615,223,11.452035474136647,22.719196699659776,18.879096441947546,59.883154819863684,36.260162601626014,598.1498240629243,0.5779225353264968,29.571428571428573
1,dist_prio_ratio,,,854,1,,8.427835160203998,14.675183438155173,83.15481986368061,0.117096018735363,597.4910989734595,0.4445618295933479,29.866666666666667
2,static_weighting,0,,781,68,35.148929773073476,8.088722186778462,14.932333333333354,76.04673807205454,8.706786171574905,597.4910989734595,0.4509366784705355,30.113636363636363
3,static_weighting,0.25,,791,0,,11.360461939241944,14.840658295281507,77.02044790652386,0.0,597.5964006294927,0.46146440203049627,30.11627906976744
4,static_weighting,0.5,,728,0,,13.246114496098338,15.745797457974632,70.88607594936708,0.0,597.4910989734595,0.49379429667228064,30.25
5,static_weighting,0.75,,732,0,,14.425413621172392,15.8046082013804,71.27555988315481,0.0,597.4910989734594,0.4954320887010443,30.15
6,static_weighting,1,,598,76,,17.166590442407177,18.443822254335235,58.22784810126582,12.709030100334449,597.4910989734595,0.5875035388136278,26.076923076923077
7,trigger_flexible_weighting,0.1,,725,0,,12.441508448672645,15.26460905349792,70.59396299902629,0.0,597.4910989734595,0.49379429667228064,30.25
8,percentage_flexible_weighting,0.25,0.33,756,0,,12.355050760064886,15.230065947242224,73.61246348588121,0.0,597.4910989734595,0.48301624815962774,30.170731707317074
